x,R
0.0000000000e+00,0.0000000000e+00
1.0000000000e-03,6.1590116883e-04
2.0000000000e-03,1.2318020632e-03
3.0000000000e-03,1.8477024088e-03
4.0000000000e-03,2.4636019312e-03
5.0000000000e-03,3.0795003559e-03
6.0000000000e-03,3.6953974085e-03
7.0000000000e-03,4.3112928146e-03
8.0000000000e-03,4.9271862998e-03
9.0000000000e-03,5.5430775896e-03
1.0000000000e-02,6.1589664097e-03
1.1000000000e-02,6.7748524856e-03
1.2000000000e-02,7.3907355429e-03
1.3000000000e-02,8.0066153071e-03
1.4000000000e-02,8.6224915037e-03
1.5000000000e-02,9.2383638585e-03
1.6000000000e-02,9.8542320968e-03
1.7000000000e-02,1.0470095944e-02
1.8000000000e-02,1.1085955126e-02
1.9000000000e-02,1.1701809369e-02
2.0000000000e-02,1.2317658397e-02
2.1000000000e-02,1.2933501936e-02
2.2000000000e-02,1.3549339712e-02
2.3000000000e-02,1.4165171451e-02
2.4000000000e-02,1.4780996877e-02
2.5000000000e-02,1.5396815716e-02
2.6000000000e-02,1.6012627695e-02
2.7000000000e-02,1.6628432537e-02
2.8000000000e-02,1.7244229969e-02
2.9000000000e-02,1.7860019716e-02
3.0000000000e-02,1.8475801504e-02
3.1000000000e-02,1.9091575058e-02
3.2000000000e-02,1.9707340103e-02
3.3000000000e-02,2.0323096366e-02
3.4000000000e-02,2.0938843570e-02
3.5000000000e-02,2.1554581442e-02
3.6000000000e-02,2.2170309707e-02
3.7000000000e-02,2.2786028091e-02
3.8000000000e-02,2.3401736318e-02
3.9000000000e-02,2.4017434114e-02
4.0000000000e-02,2.4633121205e-02
4.1000000000e-02,2.5248797316e-02
4.2000000000e-02,2.5864462171e-02
4.3000000000e-02,2.6480115497e-02
4.4000000000e-02,2.7095757019e-02
4.5000000000e-02,2.7711386461e-02
4.6000000000e-02,2.8327003550e-02
4.7000000000e-02,2.8942608010e-02
4.8000000000e-02,2.9558199566e-02
4.9000000000e-02,3.0173777944e-02
5.0000000000e-02,3.0789342869e-02
5.1000000000e-02,3.1404894066e-02
5.2000000000e-02,3.2020431261e-02
5.3000000000e-02,3.2635954177e-02
5.4000000000e-02,3.3251462542e-02
5.5000000000e-02,3.3866956078e-02
5.6000000000e-02,3.4482434513e-02
5.7000000000e-02,3.5097897570e-02
5.8000000000e-02,3.5713344974e-02
5.9000000000e-02,3.6328776452e-02
6.0000000000e-02,3.6944191727e-02
6.1000000000e-02,3.7559590525e-02
6.2000000000e-02,3.8174972570e-02
6.3000000000e-02,3.8790337588e-02
6.4000000000e-02,3.9405685304e-02
6.5000000000e-02,4.0021015441e-02
6.6000000000e-02,4.0636327726e-02
6.7000000000e-02,4.1251621883e-02
6.8000000000e-02,4.1866897637e-02
6.9000000000e-02,4.2482154713e-02
7.0000000000e-02,4.3097392835e-02
7.1000000000e-02,4.3712611728e-02
7.2000000000e-02,4.4327811118e-02
7.3000000000e-02,4.4942990727e-02
7.4000000000e-02,4.5558150283e-02
7.5000000000e-02,4.6173289508e-02
7.6000000000e-02,4.6788408127e-02
7.7000000000e-02,4.7403505866e-02
7.8000000000e-02,4.8018582448e-02
7.9000000000e-02,4.8633637599e-02
8.0000000000e-02,4.9248671043e-02
8.1000000000e-02,4.9863682503e-02
8.2000000000e-02,5.0478671706e-02
8.3000000000e-02,5.1093638375e-02
8.4000000000e-02,5.1708582234e-02
8.5000000000e-02,5.2323503008e-02
8.6000000000e-02,5.2938400422e-02
8.7000000000e-02,5.3553274199e-02
8.8000000000e-02,5.4168124064e-02
8.9000000000e-02,5.4782949741e-02
9.0000000000e-02,5.5397750955e-02
9.1000000000e-02,5.6012527429e-02
9.2000000000e-02,5.6627278888e-02
9.3000000000e-02,5.7242005055e-02
9.4000000000e-02,5.7856705656e-02
9.5000000000e-02,5.8471380414e-02
9.6000000000e-02,5.9086029052e-02
9.7000000000e-02,5.9700651296e-02
9.8000000000e-02,6.0315246869e-02
9.9000000000e-02,6.0929815495e-02
1.0000000000e-01,6.1544356898e-02
1.0100000000e-01,6.2158870801e-02
1.0200000000e-01,6.2773356929e-02
1.0300000000e-01,6.3387815006e-02
1.0400000000e-01,6.4002244754e-02
1.0500000000e-01,6.4616645898e-02
1.0600000000e-01,6.5231018162e-02
1.0700000000e-01,6.5845361269e-02
1.0800000000e-01,6.6459674943e-02
1.0900000000e-01,6.7073958907e-02
1.1000000000e-01,6.7688212885e-02
1.1100000000e-01,6.8302436601e-02
1.1200000000e-01,6.8916629777e-02
1.1300000000e-01,6.9530792138e-02
1.1400000000e-01,7.0144923406e-02
1.1500000000e-01,7.0759023306e-02
1.1600000000e-01,7.1373091559e-02
1.1700000000e-01,7.1987127891e-02
1.1800000000e-01,7.2601132023e-02
1.1900000000e-01,7.3215103679e-02
1.2000000000e-01,7.3829042582e-02
1.2100000000e-01,7.4442948455e-02
1.2200000000e-01,7.5056821022e-02
1.2300000000e-01,7.5670660005e-02
1.2400000000e-01,7.6284465128e-02
1.2500000000e-01,7.6898236112e-02
1.2600000000e-01,7.7511972682e-02
1.2700000000e-01,7.8125674559e-02
1.2800000000e-01,7.8739341468e-02
1.2900000000e-01,7.9352973130e-02
1.3000000000e-01,7.9966569268e-02
1.3100000000e-01,8.0580129605e-02
1.3200000000e-01,8.1193653863e-02
1.3300000000e-01,8.1807141765e-02
1.3400000000e-01,8.2420593034e-02
1.3500000000e-01,8.3034007393e-02
1.3600000000e-01,8.3647384562e-02
1.3700000000e-01,8.4260724266e-02
1.3800000000e-01,8.4874026226e-02
1.3900000000e-01,8.5487290164e-02
1.4000000000e-01,8.6100515803e-02
1.4100000000e-01,8.6713702865e-02
1.4200000000e-01,8.7326851072e-02
1.4300000000e-01,8.7939960146e-02
1.4400000000e-01,8.8553029810e-02
1.4500000000e-01,8.9166059785e-02
1.4600000000e-01,8.9779049793e-02
1.4700000000e-01,9.0391999556e-02
1.4800000000e-01,9.1004908795e-02
1.4900000000e-01,9.1617777234e-02
1.5000000000e-01,9.2230604593e-02
1.5100000000e-01,9.2843390594e-02
1.5200000000e-01,9.3456134959e-02
1.5300000000e-01,9.4068837409e-02
1.5400000000e-01,9.4681497667e-02
1.5500000000e-01,9.5294115452e-02
1.5600000000e-01,9.5906690487e-02
1.5700000000e-01,9.6519222494e-02
1.5800000000e-01,9.7131711192e-02
1.5900000000e-01,9.7744156305e-02
1.6000000000e-01,9.8356557552e-02
1.6100000000e-01,9.8968914655e-02
1.6200000000e-01,9.9581227336e-02
1.6300000000e-01,1.0019349531e-01
1.6400000000e-01,1.0080571831e-01
1.6500000000e-01,1.0141789605e-01
1.6600000000e-01,1.0203002825e-01
1.6700000000e-01,1.0264211463e-01
1.6800000000e-01,1.0325415491e-01
1.6900000000e-01,1.0386614882e-01
1.7000000000e-01,1.0447809607e-01
1.7100000000e-01,1.0508999638e-01
1.7200000000e-01,1.0570184948e-01
1.7300000000e-01,1.0631365508e-01
1.7400000000e-01,1.0692541291e-01
1.7500000000e-01,1.0753712269e-01
1.7600000000e-01,1.0814878413e-01
1.7700000000e-01,1.0876039696e-01
1.7800000000e-01,1.0937196089e-01
1.7900000000e-01,1.0998347565e-01
1.8000000000e-01,1.1059494096e-01
1.8100000000e-01,1.1120635653e-01
1.8200000000e-01,1.1181772209e-01
1.8300000000e-01,1.1242903736e-01
1.8400000000e-01,1.1304030205e-01
1.8500000000e-01,1.1365151589e-01
1.8600000000e-01,1.1426267860e-01
1.8700000000e-01,1.1487378988e-01
1.8800000000e-01,1.1548484948e-01
1.8900000000e-01,1.1609585709e-01
1.9000000000e-01,1.1670681245e-01
1.9100000000e-01,1.1731771528e-01
1.9200000000e-01,1.1792856528e-01
1.9300000000e-01,1.1853936218e-01
1.9400000000e-01,1.1915010571e-01
1.9500000000e-01,1.1976079557e-01
1.9600000000e-01,1.2037143149e-01
1.9700000000e-01,1.2098201319e-01
1.9800000000e-01,1.2159254039e-01
1.9900000000e-01,1.2220301279e-01
2.0000000000e-01,1.2281343014e-01
2.0100000000e-01,1.2342379213e-01
2.0200000000e-01,1.2403409849e-01
2.0300000000e-01,1.2464434894e-01
2.0400000000e-01,1.2525454320e-01
2.0500000000e-01,1.2586468098e-01
2.0600000000e-01,1.2647476201e-01
2.0700000000e-01,1.2708478600e-01
2.0800000000e-01,1.2769475267e-01
2.0900000000e-01,1.2830466174e-01
2.1000000000e-01,1.2891451292e-01
2.1100000000e-01,1.2952430594e-01
2.1200000000e-01,1.3013404050e-01
2.1300000000e-01,1.3074371634e-01
2.1400000000e-01,1.3135333316e-01
2.1500000000e-01,1.3196289069e-01
2.1600000000e-01,1.3257238864e-01
2.1700000000e-01,1.3318182673e-01
2.1800000000e-01,1.3379120468e-01
2.1900000000e-01,1.3440052220e-01
2.2000000000e-01,1.3500977901e-01
2.2100000000e-01,1.3561897483e-01
2.2200000000e-01,1.3622810937e-01
2.2300000000e-01,1.3683718236e-01
2.2400000000e-01,1.3744619350e-01
2.2500000000e-01,1.3805514252e-01
2.2600000000e-01,1.3866402914e-01
2.2700000000e-01,1.3927285306e-01
2.2800000000e-01,1.3988161401e-01
2.2900000000e-01,1.4049031170e-01
2.3000000000e-01,1.4109894585e-01
2.3100000000e-01,1.4170751618e-01
2.3200000000e-01,1.4231602239e-01
2.3300000000e-01,1.4292446422e-01
2.3400000000e-01,1.4353284136e-01
2.3500000000e-01,1.4414115355e-01
2.3600000000e-01,1.4474940049e-01
2.3700000000e-01,1.4535758190e-01
2.3800000000e-01,1.4596569750e-01
2.3900000000e-01,1.4657374700e-01
2.4000000000e-01,1.4718173012e-01
2.4100000000e-01,1.4778964658e-01
2.4200000000e-01,1.4839749608e-01
2.4300000000e-01,1.4900527834e-01
2.4400000000e-01,1.4961299309e-01
2.4500000000e-01,1.5022064003e-01
2.4600000000e-01,1.5082821888e-01
2.4700000000e-01,1.5143572935e-01
2.4800000000e-01,1.5204317117e-01
2.4900000000e-01,1.5265054403e-01
2.5000000000e-01,1.5325784767e-01
2.5100000000e-01,1.5386508179e-01
2.5200000000e-01,1.5447224610e-01
2.5300000000e-01,1.5507934033e-01
2.5400000000e-01,1.5568636419e-01
2.5500000000e-01,1.5629331738e-01
2.5600000000e-01,1.5690019963e-01
2.5700000000e-01,1.5750701065e-01
2.5800000000e-01,1.5811375016e-01
2.5900000000e-01,1.5872041786e-01
2.6000000000e-01,1.5932701347e-01
2.6100000000e-01,1.5993353670e-01
2.6200000000e-01,1.6053998727e-01
2.6300000000e-01,1.6114636490e-01
2.6400000000e-01,1.6175266928e-01
2.6500000000e-01,1.6235890015e-01
2.6600000000e-01,1.6296505721e-01
2.6700000000e-01,1.6357114017e-01
2.6800000000e-01,1.6417714875e-01
2.6900000000e-01,1.6478308265e-01
2.7000000000e-01,1.6538894161e-01
2.7100000000e-01,1.6599472531e-01
2.7200000000e-01,1.6660043349e-01
2.7300000000e-01,1.6720606584e-01
2.7400000000e-01,1.6781162209e-01
2.7500000000e-01,1.6841710195e-01
2.7600000000e-01,1.6902250512e-01
2.7700000000e-01,1.6962783132e-01
2.7800000000e-01,1.7023308027e-01
2.7900000000e-01,1.7083825166e-01
2.8000000000e-01,1.7144334523e-01
2.8100000000e-01,1.7204836067e-01
2.8200000000e-01,1.7265329770e-01
2.8300000000e-01,1.7325815603e-01
2.8400000000e-01,1.7386293537e-01
2.8500000000e-01,1.7446763544e-01
2.8600000000e-01,1.7507225594e-01
2.8700000000e-01,1.7567679658e-01
2.8800000000e-01,1.7628125708e-01
2.8900000000e-01,1.7688563715e-01
2.9000000000e-01,1.7748993650e-01
2.9100000000e-01,1.7809415483e-01
2.9200000000e-01,1.7869829187e-01
2.9300000000e-01,1.7930234731e-01
2.9400000000e-01,1.7990632088e-01
2.9500000000e-01,1.8051021228e-01
2.9600000000e-01,1.8111402121e-01
2.9700000000e-01,1.8171774740e-01
2.9800000000e-01,1.8232139055e-01
2.9900000000e-01,1.8292495037e-01
3.0000000000e-01,1.8352842656e-01
3.0100000000e-01,1.8413181885e-01
3.0200000000e-01,1.8473512694e-01
3.0300000000e-01,1.8533835054e-01
3.0400000000e-01,1.8594148935e-01
3.0500000000e-01,1.8654454309e-01
3.0600000000e-01,1.8714751147e-01
3.0700000000e-01,1.8775039419e-01
3.0800000000e-01,1.8835319097e-01
3.0900000000e-01,1.8895590151e-01
3.1000000000e-01,1.8955852552e-01
3.1100000000e-01,1.9016106271e-01
3.1200000000e-01,1.9076351279e-01
3.1300000000e-01,1.9136587546e-01
3.1400000000e-01,1.9196815044e-01
3.1500000000e-01,1.9257033743e-01
3.1600000000e-01,1.9317243614e-01
3.1700000000e-01,1.9377444629e-01
3.1800000000e-01,1.9437636756e-01
3.1900000000e-01,1.9497819968e-01
3.2000000000e-01,1.9557994235e-01
3.2100000000e-01,1.9618159528e-01
3.2200000000e-01,1.9678315818e-01
3.2300000000e-01,1.9738463074e-01
3.2400000000e-01,1.9798601269e-01
3.2500000000e-01,1.9858730372e-01
3.2600000000e-01,1.9918850355e-01
3.2700000000e-01,1.9978961188e-01
3.2800000000e-01,2.0039062841e-01
3.2900000000e-01,2.0099155286e-01
3.3000000000e-01,2.0159238492e-01
3.3100000000e-01,2.0219312431e-01
3.3200000000e-01,2.0279377073e-01
3.3300000000e-01,2.0339432389e-01
3.3400000000e-01,2.0399478349e-01
3.3500000000e-01,2.0459514924e-01
3.3600000000e-01,2.0519542084e-01
3.3700000000e-01,2.0579559800e-01
3.3800000000e-01,2.0639568043e-01
3.3900000000e-01,2.0699566783e-01
3.4000000000e-01,2.0759555990e-01
3.4100000000e-01,2.0819535635e-01
3.4200000000e-01,2.0879505689e-01
3.4300000000e-01,2.0939466121e-01
3.4400000000e-01,2.0999416903e-01
3.4500000000e-01,2.1059358004e-01
3.4600000000e-01,2.1119289396e-01
3.4700000000e-01,2.1179211049e-01
3.4800000000e-01,2.1239122932e-01
3.4900000000e-01,2.1299025017e-01
3.5000000000e-01,2.1358917274e-01
3.5100000000e-01,2.1418799673e-01
3.5200000000e-01,2.1478672184e-01
3.5300000000e-01,2.1538534779e-01
3.5400000000e-01,2.1598387426e-01
3.5500000000e-01,2.1658230097e-01
3.5600000000e-01,2.1718062762e-01
3.5700000000e-01,2.1777885391e-01
3.5800000000e-01,2.1837697954e-01
3.5900000000e-01,2.1897500422e-01
3.6000000000e-01,2.1957292764e-01
3.6100000000e-01,2.2017074952e-01
3.6200000000e-01,2.2076846954e-01
3.6300000000e-01,2.2136608743e-01
3.6400000000e-01,2.2196360287e-01
3.6500000000e-01,2.2256101557e-01
3.6600000000e-01,2.2315832522e-01
3.6700000000e-01,2.2375553154e-01
3.6800000000e-01,2.2435263423e-01
3.6900000000e-01,2.2494963297e-01
3.7000000000e-01,2.2554652749e-01
3.7100000000e-01,2.2614331746e-01
3.7200000000e-01,2.2674000261e-01
3.7300000000e-01,2.2733658262e-01
3.7400000000e-01,2.2793305720e-01
3.7500000000e-01,2.2852942605e-01
3.7600000000e-01,2.2912568886e-01
3.7700000000e-01,2.2972184535e-01
3.7800000000e-01,2.3031789520e-01
3.7900000000e-01,2.3091383813e-01
3.8000000000e-01,2.3150967382e-01
3.8100000000e-01,2.3210540197e-01
3.8200000000e-01,2.3270102230e-01
3.8300000000e-01,2.3329653449e-01
3.8400000000e-01,2.3389193825e-01
3.8500000000e-01,2.3448723327e-01
3.8600000000e-01,2.3508241925e-01
3.8700000000e-01,2.3567749590e-01
3.8800000000e-01,2.3627246290e-01
3.8900000000e-01,2.3686731997e-01
3.9000000000e-01,2.3746206679e-01
3.9100000000e-01,2.3805670306e-01
3.9200000000e-01,2.3865122849e-01
3.9300000000e-01,2.3924564277e-01
3.9400000000e-01,2.3983994560e-01
3.9500000000e-01,2.4043413667e-01
3.9600000000e-01,2.4102821568e-01
3.9700000000e-01,2.4162218234e-01
3.9800000000e-01,2.4221603633e-01
3.9900000000e-01,2.4280977736e-01
4.0000000000e-01,2.4340340512e-01
4.0100000000e-01,2.4399691930e-01
4.0200000000e-01,2.4459031961e-01
4.0300000000e-01,2.4518360574e-01
4.0400000000e-01,2.4577677738e-01
4.0500000000e-01,2.4636983424e-01
4.0600000000e-01,2.4696277600e-01
4.0700000000e-01,2.4755560237e-01
4.0800000000e-01,2.4814831304e-01
4.0900000000e-01,2.4874090770e-01
4.1000000000e-01,2.4933338605e-01
4.1100000000e-01,2.4992574778e-01
4.1200000000e-01,2.5051799259e-01
4.1300000000e-01,2.5111012018e-01
4.1400000000e-01,2.5170213024e-01
4.1500000000e-01,2.5229402246e-01
4.1600000000e-01,2.5288579654e-01
4.1700000000e-01,2.5347745217e-01
4.1800000000e-01,2.5406898904e-01
4.1900000000e-01,2.5466040685e-01
4.2000000000e-01,2.5525170530e-01
4.2100000000e-01,2.5584288407e-01
4.2200000000e-01,2.5643394286e-01
4.2300000000e-01,2.5702488136e-01
4.2400000000e-01,2.5761569927e-01
4.2500000000e-01,2.5820639628e-01
4.2600000000e-01,2.5879697208e-01
4.2700000000e-01,2.5938742636e-01
4.2800000000e-01,2.5997775882e-01
4.2900000000e-01,2.6056796914e-01
4.3000000000e-01,2.6115805703e-01
4.3100000000e-01,2.6174802216e-01
4.3200000000e-01,2.6233786424e-01
4.3300000000e-01,2.6292758296e-01
4.3400000000e-01,2.6351717800e-01
4.3500000000e-01,2.6410664906e-01
4.3600000000e-01,2.6469599582e-01
4.3700000000e-01,2.6528521799e-01
4.3800000000e-01,2.6587431524e-01
4.3900000000e-01,2.6646328728e-01
4.4000000000e-01,2.6705213378e-01
4.4100000000e-01,2.6764085445e-01
4.4200000000e-01,2.6822944896e-01
4.4300000000e-01,2.6881791702e-01
4.4400000000e-01,2.6940625831e-01
4.4500000000e-01,2.6999447251e-01
4.4600000000e-01,2.7058255933e-01
4.4700000000e-01,2.7117051844e-01
4.4800000000e-01,2.7175834954e-01
4.4900000000e-01,2.7234605231e-01
4.5000000000e-01,2.7293362645e-01
4.5100000000e-01,2.7352107164e-01
4.5200000000e-01,2.7410838757e-01
4.5300000000e-01,2.7469557393e-01
4.5400000000e-01,2.7528263041e-01
4.5500000000e-01,2.7586955669e-01
4.5600000000e-01,2.7645635246e-01
4.5700000000e-01,2.7704301742e-01
4.5800000000e-01,2.7762955123e-01
4.5900000000e-01,2.7821595361e-01
4.6000000000e-01,2.7880222422e-01
4.6100000000e-01,2.7938836276e-01
4.6200000000e-01,2.7997436891e-01
4.6300000000e-01,2.8056024236e-01
4.6400000000e-01,2.8114598280e-01
4.6500000000e-01,2.8173158991e-01
4.6600000000e-01,2.8231706338e-01
4.6700000000e-01,2.8290240289e-01
4.6800000000e-01,2.8348760813e-01
4.6900000000e-01,2.8407267878e-01
4.7000000000e-01,2.8465761453e-01
4.7100000000e-01,2.8524241506e-01
4.7200000000e-01,2.8582708006e-01
4.7300000000e-01,2.8641160922e-01
4.7400000000e-01,2.8699600221e-01
4.7500000000e-01,2.8758025872e-01
4.7600000000e-01,2.8816437844e-01
4.7700000000e-01,2.8874836104e-01
4.7800000000e-01,2.8933220622e-01
4.7900000000e-01,2.8991591365e-01
4.8000000000e-01,2.9049948302e-01
4.8100000000e-01,2.9108291401e-01
4.8200000000e-01,2.9166620631e-01
4.8300000000e-01,2.9224935959e-01
4.8400000000e-01,2.9283237355e-01
4.8500000000e-01,2.9341524785e-01
4.8600000000e-01,2.9399798219e-01
4.8700000000e-01,2.9458057624e-01
4.8800000000e-01,2.9516302969e-01
4.8900000000e-01,2.9574534222e-01
4.9000000000e-01,2.9632751350e-01
4.9100000000e-01,2.9690954323e-01
4.9200000000e-01,2.9749143108e-01
4.9300000000e-01,2.9807317673e-01
4.9400000000e-01,2.9865477986e-01
4.9500000000e-01,2.9923624016e-01
4.9600000000e-01,2.9981755730e-01
4.9700000000e-01,3.0039873096e-01
4.9800000000e-01,3.0097976083e-01
4.9900000000e-01,3.0156064657e-01
5.0000000000e-01,3.0214138788e-01
5.0100000000e-01,3.0272198443e-01
5.0200000000e-01,3.0330243590e-01
5.0300000000e-01,3.0388274196e-01
5.0400000000e-01,3.0446290230e-01
5.0500000000e-01,3.0504291660e-01
5.0600000000e-01,3.0562278453e-01
5.0700000000e-01,3.0620250577e-01
5.0800000000e-01,3.0678208000e-01
5.0900000000e-01,3.0736150689e-01
5.1000000000e-01,3.0794078613e-01
5.1100000000e-01,3.0851991738e-01
5.1200000000e-01,3.0909890034e-01
5.1300000000e-01,3.0967773467e-01
5.1400000000e-01,3.1025642005e-01
5.1500000000e-01,3.1083495615e-01
5.1600000000e-01,3.1141334266e-01
5.1700000000e-01,3.1199157925e-01
5.1800000000e-01,3.1256966559e-01
5.1900000000e-01,3.1314760136e-01
5.2000000000e-01,3.1372538623e-01
5.2100000000e-01,3.1430301988e-01
5.2200000000e-01,3.1488050199e-01
5.2300000000e-01,3.1545783223e-01
5.2400000000e-01,3.1603501027e-01
5.2500000000e-01,3.1661203579e-01
5.2600000000e-01,3.1718890846e-01
5.2700000000e-01,3.1776562796e-01
5.2800000000e-01,3.1834219395e-01
5.2900000000e-01,3.1891860612e-01
5.3000000000e-01,3.1949486414e-01
5.3100000000e-01,3.2007096767e-01
5.3200000000e-01,3.2064691639e-01
5.3300000000e-01,3.2122270998e-01
5.3400000000e-01,3.2179834810e-01
5.3500000000e-01,3.2237383043e-01
5.3600000000e-01,3.2294915664e-01
5.3700000000e-01,3.2352432640e-01
5.3800000000e-01,3.2409933939e-01
5.3900000000e-01,3.2467419527e-01
5.4000000000e-01,3.2524889371e-01
5.4100000000e-01,3.2582343439e-01
5.4200000000e-01,3.2639781697e-01
5.4300000000e-01,3.2697204114e-01
5.4400000000e-01,3.2754610655e-01
5.4500000000e-01,3.2812001287e-01
5.4600000000e-01,3.2869375978e-01
5.4700000000e-01,3.2926734695e-01
5.4800000000e-01,3.2984077404e-01
5.4900000000e-01,3.3041404073e-01
5.5000000000e-01,3.3098714668e-01
5.5100000000e-01,3.3156009156e-01
5.5200000000e-01,3.3213287504e-01
5.5300000000e-01,3.3270549678e-01
5.5400000000e-01,3.3327795647e-01
5.5500000000e-01,3.3385025375e-01
5.5600000000e-01,3.3442238831e-01
5.5700000000e-01,3.3499435980e-01
