x,R
1.1653000000e+00,2.6652235795e-01
1.1654000000e+00,2.6655106674e-01
1.1655000000e+00,2.6657977656e-01
1.1656000000e+00,2.6660848741e-01
1.1657000000e+00,2.6663719929e-01
1.1658000000e+00,2.6666591219e-01
1.1659000000e+00,2.6669462611e-01
1.1660000000e+00,2.6672334106e-01
1.1661000000e+00,2.6675205704e-01
1.1662000000e+00,2.6678077404e-01
1.1663000000e+00,2.6680949207e-01
1.1664000000e+00,2.6683821113e-01
1.1665000000e+00,2.6686693121e-01
1.1666000000e+00,2.6689565231e-01
1.1667000000e+00,2.6692437444e-01
1.1668000000e+00,2.6695309760e-01
1.1669000000e+00,2.6698182177e-01
1.1670000000e+00,2.6701054698e-01
1.1671000000e+00,2.6703927321e-01
1.1672000000e+00,2.6706800046e-01
1.1673000000e+00,2.6709672874e-01
1.1674000000e+00,2.6712545804e-01
1.1675000000e+00,2.6715418837e-01
1.1676000000e+00,2.6718291972e-01
1.1677000000e+00,2.6721165209e-01
1.1678000000e+00,2.6724038549e-01
1.1679000000e+00,2.6726911991e-01
1.1680000000e+00,2.6729785535e-01
1.1681000000e+00,2.6732659182e-01
1.1682000000e+00,2.6735532931e-01
1.1683000000e+00,2.6738406783e-01
1.1684000000e+00,2.6741280737e-01
1.1685000000e+00,2.6744154793e-01
1.1686000000e+00,2.6747028951e-01
1.1687000000e+00,2.6749903212e-01
1.1688000000e+00,2.6752777575e-01
1.1689000000e+00,2.6755652040e-01
1.1690000000e+00,2.6758526607e-01
1.1691000000e+00,2.6761401277e-01
1.1692000000e+00,2.6764276048e-01
1.1693000000e+00,2.6767150922e-01
1.1694000000e+00,2.6770025899e-01
1.1695000000e+00,2.6772900977e-01
1.1696000000e+00,2.6775776157e-01
1.1697000000e+00,2.6778651440e-01
1.1698000000e+00,2.6781526825e-01
1.1699000000e+00,2.6784402312e-01
1.1700000000e+00,2.6787277901e-01
1.1701000000e+00,2.6790153592e-01
1.1702000000e+00,2.6793029385e-01
1.1703000000e+00,2.6795905281e-01
1.1704000000e+00,2.6798781278e-01
1.1705000000e+00,2.6801657378e-01
1.1706000000e+00,2.6804533579e-01
1.1707000000e+00,2.6807409883e-01
1.1708000000e+00,2.6810286288e-01
1.1709000000e+00,2.6813162796e-01
1.1710000000e+00,2.6816039405e-01
1.1711000000e+00,2.6818916117e-01
1.1712000000e+00,2.6821792931e-01
1.1713000000e+00,2.6824669846e-01
1.1714000000e+00,2.6827546863e-01
1.1715000000e+00,2.6830423983e-01
1.1716000000e+00,2.6833301204e-01
1.1717000000e+00,2.6836178527e-01
1.1718000000e+00,2.6839055952e-01
1.1719000000e+00,2.6841933479e-01
1.1720000000e+00,2.6844811108e-01
1.1721000000e+00,2.6847688839e-01
1.1722000000e+00,2.6850566672e-01
1.1723000000e+00,2.6853444606e-01
1.1724000000e+00,2.6856322642e-01
1.1725000000e+00,2.6859200781e-01
1.1726000000e+00,2.6862079020e-01
1.1727000000e+00,2.6864957362e-01
1.1728000000e+00,2.6867835806e-01
1.1729000000e+00,2.6870714351e-01
1.1730000000e+00,2.6873592998e-01
1.1731000000e+00,2.6876471747e-01
1.1732000000e+00,2.6879350597e-01
1.1733000000e+00,2.6882229549e-01
1.1734000000e+00,2.6885108603e-01
1.1735000000e+00,2.6887987759e-01
1.1736000000e+00,2.6890867016e-01
1.1737000000e+00,2.6893746375e-01
1.1738000000e+00,2.6896625836e-01
1.1739000000e+00,2.6899505398e-01
1.1740000000e+00,2.6902385062e-01
1.1741000000e+00,2.6905264828e-01
1.1742000000e+00,2.6908144695e-01
1.1743000000e+00,2.6911024663e-01
1.1744000000e+00,2.6913904734e-01
1.1745000000e+00,2.6916784906e-01
1.1746000000e+00,2.6919665179e-01
1.1747000000e+00,2.6922545554e-01
1.1748000000e+00,2.6925426031e-01
1.1749000000e+00,2.6928306609e-01
1.1750000000e+00,2.6931187289e-01
1.1751000000e+00,2.6934068070e-01
1.1752000000e+00,2.6936948952e-01
1.1753000000e+00,2.6939829936e-01
1.1754000000e+00,2.6942711022e-01
1.1755000000e+00,2.6945592209e-01
1.1756000000e+00,2.6948473497e-01
1.1757000000e+00,2.6951354887e-01
1.1758000000e+00,2.6954236379e-01
1.1759000000e+00,2.6957117971e-01
1.1760000000e+00,2.6959999665e-01
1.1761000000e+00,2.6962881461e-01
1.1762000000e+00,2.6965763358e-01
1.1763000000e+00,2.6968645356e-01
1.1764000000e+00,2.6971527456e-01
1.1765000000e+00,2.6974409657e-01
1.1766000000e+00,2.6977291959e-01
1.1767000000e+00,2.6980174362e-01
1.1768000000e+00,2.6983056867e-01
1.1769000000e+00,2.6985939473e-01
1.1770000000e+00,2.6988822181e-01
1.1771000000e+00,2.6991704989e-01
1.1772000000e+00,2.6994587899e-01
1.1773000000e+00,2.6997470910e-01
1.1774000000e+00,2.7000354023e-01
1.1775000000e+00,2.7003237236e-01
1.1776000000e+00,2.7006120551e-01
1.1777000000e+00,2.7009003967e-01
1.1778000000e+00,2.7011887484e-01
1.1779000000e+00,2.7014771102e-01
1.1780000000e+00,2.7017654822e-01
1.1781000000e+00,2.7020538642e-01
1.1782000000e+00,2.7023422564e-01
1.1783000000e+00,2.7026306587e-01
1.1784000000e+00,2.7029190711e-01
1.1785000000e+00,2.7032074936e-01
1.1786000000e+00,2.7034959262e-01
1.1787000000e+00,2.7037843689e-01
1.1788000000e+00,2.7040728217e-01
1.1789000000e+00,2.7043612846e-01
1.1790000000e+00,2.7046497577e-01
1.1791000000e+00,2.7049382408e-01
1.1792000000e+00,2.7052267340e-01
1.1793000000e+00,2.7055152373e-01
1.1794000000e+00,2.7058037508e-01
1.1795000000e+00,2.7060922743e-01
1.1796000000e+00,2.7063808079e-01
1.1797000000e+00,2.7066693516e-01
1.1798000000e+00,2.7069579054e-01
1.1799000000e+00,2.7072464693e-01
1.1800000000e+00,2.7075350433e-01
1.1801000000e+00,2.7078236273e-01
1.1802000000e+00,2.7081122215e-01
1.1803000000e+00,2.7084008258e-01
1.1804000000e+00,2.7086894401e-01
1.1805000000e+00,2.7089780645e-01
1.1806000000e+00,2.7092666990e-01
1.1807000000e+00,2.7095553436e-01
1.1808000000e+00,2.7098439982e-01
1.1809000000e+00,2.7101326630e-01
1.1810000000e+00,2.7104213378e-01
1.1811000000e+00,2.7107100227e-01
1.1812000000e+00,2.7109987177e-01
1.1813000000e+00,2.7112874227e-01
1.1814000000e+00,2.7115761378e-01
1.1815000000e+00,2.7118648630e-01
1.1816000000e+00,2.7121535983e-01
1.1817000000e+00,2.7124423436e-01
1.1818000000e+00,2.7127310990e-01
1.1819000000e+00,2.7130198645e-01
1.1820000000e+00,2.7133086400e-01
1.1821000000e+00,2.7135974256e-01
1.1822000000e+00,2.7138862212e-01
1.1823000000e+00,2.7141750270e-01
1.1824000000e+00,2.7144638427e-01
1.1825000000e+00,2.7147526686e-01
1.1826000000e+00,2.7150415045e-01
1.1827000000e+00,2.7153303504e-01
1.1828000000e+00,2.7156192064e-01
1.1829000000e+00,2.7159080725e-01
1.1830000000e+00,2.7161969486e-01
1.1831000000e+00,2.7164858348e-01
1.1832000000e+00,2.7167747310e-01
1.1833000000e+00,2.7170636372e-01
1.1834000000e+00,2.7173525535e-01
1.1835000000e+00,2.7176414799e-01
1.1836000000e+00,2.7179304163e-01
1.1837000000e+00,2.7182193628e-01
1.1838000000e+00,2.7185083192e-01
1.1839000000e+00,2.7187972858e-01
1.1840000000e+00,2.7190862624e-01
1.1841000000e+00,2.7193752490e-01
1.1842000000e+00,2.7196642456e-01
1.1843000000e+00,2.7199532523e-01
1.1844000000e+00,2.7202422690e-01
1.1845000000e+00,2.7205312958e-01
1.1846000000e+00,2.7208203326e-01
1.1847000000e+00,2.7211093794e-01
1.1848000000e+00,2.7213984362e-01
1.1849000000e+00,2.7216875031e-01
1.1850000000e+00,2.7219765800e-01
1.1851000000e+00,2.7222656670e-01
1.1852000000e+00,2.7225547639e-01
1.1853000000e+00,2.7228438709e-01
1.1854000000e+00,2.7231329879e-01
1.1855000000e+00,2.7234221149e-01
1.1856000000e+00,2.7237112520e-01
1.1857000000e+00,2.7240003990e-01
1.1858000000e+00,2.7242895561e-01
1.1859000000e+00,2.7245787232e-01
1.1860000000e+00,2.7248679003e-01
1.1861000000e+00,2.7251570875e-01
1.1862000000e+00,2.7254462846e-01
1.1863000000e+00,2.7257354918e-01
1.1864000000e+00,2.7260247089e-01
1.1865000000e+00,2.7263139361e-01
1.1866000000e+00,2.7266031733e-01
1.1867000000e+00,2.7268924204e-01
1.1868000000e+00,2.7271816776e-01
1.1869000000e+00,2.7274709448e-01
1.1870000000e+00,2.7277602220e-01
1.1871000000e+00,2.7280495092e-01
1.1872000000e+00,2.7283388064e-01
1.1873000000e+00,2.7286281136e-01
1.1874000000e+00,2.7289174308e-01
1.1875000000e+00,2.7292067580e-01
1.1876000000e+00,2.7294960952e-01
1.1877000000e+00,2.7297854423e-01
1.1878000000e+00,2.7300747995e-01
1.1879000000e+00,2.7303641667e-01
1.1880000000e+00,2.7306535438e-01
1.1881000000e+00,2.7309429309e-01
1.1882000000e+00,2.7312323281e-01
1.1883000000e+00,2.7315217352e-01
1.1884000000e+00,2.7318111523e-01
1.1885000000e+00,2.7321005793e-01
1.1886000000e+00,2.7323900164e-01
1.1887000000e+00,2.7326794634e-01
1.1888000000e+00,2.7329689205e-01
1.1889000000e+00,2.7332583875e-01
1.1890000000e+00,2.7335478644e-01
1.1891000000e+00,2.7338373514e-01
1.1892000000e+00,2.7341268483e-01
1.1893000000e+00,2.7344163552e-01
1.1894000000e+00,2.7347058721e-01
1.1895000000e+00,2.7349953989e-01
1.1896000000e+00,2.7352849357e-01
1.1897000000e+00,2.7355744825e-01
1.1898000000e+00,2.7358640392e-01
1.1899000000e+00,2.7361536059e-01
1.1900000000e+00,2.7364431826e-01
1.1901000000e+00,2.7367327692e-01
1.1902000000e+00,2.7370223658e-01
1.1903000000e+00,2.7373119724e-01
1.1904000000e+00,2.7376015889e-01
1.1905000000e+00,2.7378912154e-01
1.1906000000e+00,2.7381808518e-01
1.1907000000e+00,2.7384704982e-01
1.1908000000e+00,2.7387601545e-01
1.1909000000e+00,2.7390498208e-01
1.1910000000e+00,2.7393394970e-01
1.1911000000e+00,2.7396291832e-01
1.1912000000e+00,2.7399188793e-01
1.1913000000e+00,2.7402085854e-01
1.1914000000e+00,2.7404983015e-01
1.1915000000e+00,2.7407880274e-01
1.1916000000e+00,2.7410777633e-01
1.1917000000e+00,2.7413675092e-01
1.1918000000e+00,2.7416572650e-01
1.1919000000e+00,2.7419470307e-01
1.1920000000e+00,2.7422368064e-01
1.1921000000e+00,2.7425265920e-01
1.1922000000e+00,2.7428163876e-01
1.1923000000e+00,2.7431061931e-01
1.1924000000e+00,2.7433960085e-01
1.1925000000e+00,2.7436858338e-01
1.1926000000e+00,2.7439756691e-01
1.1927000000e+00,2.7442655143e-01
1.1928000000e+00,2.7445553694e-01
1.1929000000e+00,2.7448452345e-01
1.1930000000e+00,2.7451351095e-01
1.1931000000e+00,2.7454249944e-01
1.1932000000e+00,2.7457148892e-01
1.1933000000e+00,2.7460047940e-01
1.1934000000e+00,2.7462947086e-01
1.1935000000e+00,2.7465846332e-01
1.1936000000e+00,2.7468745677e-01
1.1937000000e+00,2.7471645122e-01
1.1938000000e+00,2.7474544665e-01
1.1939000000e+00,2.7477444307e-01
1.1940000000e+00,2.7480344049e-01
1.1941000000e+00,2.7483243890e-01
1.1942000000e+00,2.7486143830e-01
1.1943000000e+00,2.7489043869e-01
1.1944000000e+00,2.7491944007e-01
1.1945000000e+00,2.7494844244e-01
1.1946000000e+00,2.7497744580e-01
1.1947000000e+00,2.7500645015e-01
1.1948000000e+00,2.7503545549e-01
1.1949000000e+00,2.7506446182e-01
1.1950000000e+00,2.7509346914e-01
1.1951000000e+00,2.7512247745e-01
1.1952000000e+00,2.7515148675e-01
1.1953000000e+00,2.7518049704e-01
1.1954000000e+00,2.7520950832e-01
1.1955000000e+00,2.7523852059e-01
1.1956000000e+00,2.7526753385e-01
1.1957000000e+00,2.7529654809e-01
1.1958000000e+00,2.7532556333e-01
1.1959000000e+00,2.7535457955e-01
1.1960000000e+00,2.7538359676e-01
1.1961000000e+00,2.7541261497e-01
1.1962000000e+00,2.7544163415e-01
1.1963000000e+00,2.7547065433e-01
1.1964000000e+00,2.7549967550e-01
1.1965000000e+00,2.7552869765e-01
1.1966000000e+00,2.7555772079e-01
1.1967000000e+00,2.7558674492e-01
1.1968000000e+00,2.7561577004e-01
1.1969000000e+00,2.7564479614e-01
1.1970000000e+00,2.7567382323e-01
1.1971000000e+00,2.7570285131e-01
1.1972000000e+00,2.7573188037e-01
1.1973000000e+00,2.7576091043e-01
1.1974000000e+00,2.7578994146e-01
1.1975000000e+00,2.7581897349e-01
1.1976000000e+00,2.7584800650e-01
1.1977000000e+00,2.7587704050e-01
1.1978000000e+00,2.7590607548e-01
1.1979000000e+00,2.7593511145e-01
1.1980000000e+00,2.7596414841e-01
1.1981000000e+00,2.7599318635e-01
1.1982000000e+00,2.7602222528e-01
1.1983000000e+00,2.7605126519e-01
1.1984000000e+00,2.7608030609e-01
1.1985000000e+00,2.7610934797e-01
1.1986000000e+00,2.7613839084e-01
1.1987000000e+00,2.7616743470e-01
1.1988000000e+00,2.7619647953e-01
1.1989000000e+00,2.7622552536e-01
1.1990000000e+00,2.7625457217e-01
1.1991000000e+00,2.7628361996e-01
1.1992000000e+00,2.7631266873e-01
1.1993000000e+00,2.7634171850e-01
1.1994000000e+00,2.7637076924e-01
1.1995000000e+00,2.7639982097e-01
1.1996000000e+00,2.7642887368e-01
1.1997000000e+00,2.7645792738e-01
1.1998000000e+00,2.7648698206e-01
1.1999000000e+00,2.7651603772e-01
1.2000000000e+00,2.7654509437e-01
1.2001000000e+00,2.7657415200e-01
1.2002000000e+00,2.7660321061e-01
1.2003000000e+00,2.7663227020e-01
1.2004000000e+00,2.7666133078e-01
1.2005000000e+00,2.7669039234e-01
1.2006000000e+00,2.7671945489e-01
1.2007000000e+00,2.7674851841e-01
1.2008000000e+00,2.7677758292e-01
1.2009000000e+00,2.7680664841e-01
1.2010000000e+00,2.7683571488e-01
1.2011000000e+00,2.7686478233e-01
1.2012000000e+00,2.7689385077e-01
1.2013000000e+00,2.7692292018e-01
1.2014000000e+00,2.7695199058e-01
1.2015000000e+00,2.7698106196e-01
1.2016000000e+00,2.7701013432e-01
1.2017000000e+00,2.7703920766e-01
1.2018000000e+00,2.7706828198e-01
1.2019000000e+00,2.7709735729e-01
1.2020000000e+00,2.7712643357e-01
1.2021000000e+00,2.7715551083e-01
1.2022000000e+00,2.7718458908e-01
1.2023000000e+00,2.7721366830e-01
1.2024000000e+00,2.7724274850e-01
1.2025000000e+00,2.7727182969e-01
1.2026000000e+00,2.7730091185e-01
1.2027000000e+00,2.7732999499e-01
1.2028000000e+00,2.7735907912e-01
1.2029000000e+00,2.7738816422e-01
1.2030000000e+00,2.7741725030e-01
1.2031000000e+00,2.7744633736e-01
1.2032000000e+00,2.7747542540e-01
1.2033000000e+00,2.7750451442e-01
1.2034000000e+00,2.7753360442e-01
1.2035000000e+00,2.7756269539e-01
1.2036000000e+00,2.7759178734e-01
1.2037000000e+00,2.7762088028e-01
1.2038000000e+00,2.7764997419e-01
1.2039000000e+00,2.7767906907e-01
1.2040000000e+00,2.7770816494e-01
1.2041000000e+00,2.7773726178e-01
1.2042000000e+00,2.7776635960e-01
1.2043000000e+00,2.7779545840e-01
1.2044000000e+00,2.7782455818e-01
1.2045000000e+00,2.7785365893e-01
1.2046000000e+00,2.7788276066e-01
1.2047000000e+00,2.7791186337e-01
1.2048000000e+00,2.7794096705e-01
1.2049000000e+00,2.7797007171e-01
1.2050000000e+00,2.7799917735e-01
1.2051000000e+00,2.7802828396e-01
1.2052000000e+00,2.7805739155e-01
1.2053000000e+00,2.7808650012e-01
1.2054000000e+00,2.7811560966e-01
1.2055000000e+00,2.7814472018e-01
1.2056000000e+00,2.7817383167e-01
1.2057000000e+00,2.7820294414e-01
1.2058000000e+00,2.7823205758e-01
1.2059000000e+00,2.7826117200e-01
1.2060000000e+00,2.7829028740e-01
1.2061000000e+00,2.7831940376e-01
1.2062000000e+00,2.7834852111e-01
1.2063000000e+00,2.7837763943e-01
1.2064000000e+00,2.7840675872e-01
1.2065000000e+00,2.7843587899e-01
1.2066000000e+00,2.7846500023e-01
1.2067000000e+00,2.7849412245e-01
1.2068000000e+00,2.7852324564e-01
1.2069000000e+00,2.7855236980e-01
1.2070000000e+00,2.7858149494e-01
1.2071000000e+00,2.7861062105e-01
1.2072000000e+00,2.7863974814e-01
1.2073000000e+00,2.7866887619e-01
1.2074000000e+00,2.7869800523e-01
1.2075000000e+00,2.7872713523e-01
1.2076000000e+00,2.7875626621e-01
1.2077000000e+00,2.7878539816e-01
1.2078000000e+00,2.7881453108e-01
1.2079000000e+00,2.7884366498e-01
1.2080000000e+00,2.7887279984e-01
1.2081000000e+00,2.7890193568e-01
1.2082000000e+00,2.7893107250e-01
1.2083000000e+00,2.7896021028e-01
1.2084000000e+00,2.7898934904e-01
1.2085000000e+00,2.7901848876e-01
1.2086000000e+00,2.7904762946e-01
1.2087000000e+00,2.7907677113e-01
1.2088000000e+00,2.7910591378e-01
1.2089000000e+00,2.7913505739e-01
1.2090000000e+00,2.7916420197e-01
1.2091000000e+00,2.7919334753e-01
1.2092000000e+00,2.7922249405e-01
1.2093000000e+00,2.7925164155e-01
1.2094000000e+00,2.7928079002e-01
1.2095000000e+00,2.7930993945e-01
1.2096000000e+00,2.7933908986e-01
1.2097000000e+00,2.7936824124e-01
1.2098000000e+00,2.7939739358e-01
1.2099000000e+00,2.7942654690e-01
1.2100000000e+00,2.7945570119e-01
1.2101000000e+00,2.7948485644e-01
1.2102000000e+00,2.7951401267e-01
1.2103000000e+00,2.7954316986e-01
1.2104000000e+00,2.7957232802e-01
1.2105000000e+00,2.7960148716e-01
1.2106000000e+00,2.7963064726e-01
1.2107000000e+00,2.7965980833e-01
1.2108000000e+00,2.7968897036e-01
1.2109000000e+00,2.7971813337e-01
1.2110000000e+00,2.7974729735e-01
1.2111000000e+00,2.7977646229e-01
1.2112000000e+00,2.7980562820e-01
1.2113000000e+00,2.7983479508e-01
1.2114000000e+00,2.7986396292e-01
1.2115000000e+00,2.7989313174e-01
1.2116000000e+00,2.7992230152e-01
1.2117000000e+00,2.7995147227e-01
1.2118000000e+00,2.7998064398e-01
1.2119000000e+00,2.8000981666e-01
1.2120000000e+00,2.8003899031e-01
1.2121000000e+00,2.8006816493e-01
1.2122000000e+00,2.8009734051e-01
1.2123000000e+00,2.8012651706e-01
1.2124000000e+00,2.8015569457e-01
1.2125000000e+00,2.8018487306e-01
1.2126000000e+00,2.8021405250e-01
1.2127000000e+00,2.8024323291e-01
1.2128000000e+00,2.8027241429e-01
1.2129000000e+00,2.8030159664e-01
1.2130000000e+00,2.8033077995e-01
1.2131000000e+00,2.8035996422e-01
1.2132000000e+00,2.8038914946e-01
1.2133000000e+00,2.8041833567e-01
1.2134000000e+00,2.8044752284e-01
1.2135000000e+00,2.8047671097e-01
1.2136000000e+00,2.8050590007e-01
1.2137000000e+00,2.8053509013e-01
1.2138000000e+00,2.8056428116e-01
1.2139000000e+00,2.8059347315e-01
1.2140000000e+00,2.8062266611e-01
1.2141000000e+00,2.8065186003e-01
1.2142000000e+00,2.8068105491e-01
1.2143000000e+00,2.8071025076e-01
1.2144000000e+00,2.8073944757e-01
1.2145000000e+00,2.8076864534e-01
1.2146000000e+00,2.8079784408e-01
1.2147000000e+00,2.8082704378e-01
1.2148000000e+00,2.8085624444e-01
1.2149000000e+00,2.8088544607e-01
1.2150000000e+00,2.8091464866e-01
1.2151000000e+00,2.8094385221e-01
1.2152000000e+00,2.8097305672e-01
1.2153000000e+00,2.8100226219e-01
1.2154000000e+00,2.8103146863e-01
1.2155000000e+00,2.8106067603e-01
1.2156000000e+00,2.8108988439e-01
1.2157000000e+00,2.8111909371e-01
1.2158000000e+00,2.8114830400e-01
1.2159000000e+00,2.8117751524e-01
1.2160000000e+00,2.8120672745e-01
1.2161000000e+00,2.8123594062e-01
1.2162000000e+00,2.8126515474e-01
1.2163000000e+00,2.8129436983e-01
1.2164000000e+00,2.8132358588e-01
1.2165000000e+00,2.8135280289e-01
1.2166000000e+00,2.8138202086e-01
1.2167000000e+00,2.8141123979e-01
1.2168000000e+00,2.8144045968e-01
1.2169000000e+00,2.8146968053e-01
1.2170000000e+00,2.8149890235e-01
1.2171000000e+00,2.8152812511e-01
1.2172000000e+00,2.8155734884e-01
1.2173000000e+00,2.8158657353e-01
1.2174000000e+00,2.8161579918e-01
1.2175000000e+00,2.8164502579e-01
1.2176000000e+00,2.8167425335e-01
1.2177000000e+00,2.8170348188e-01
1.2178000000e+00,2.8173271136e-01
1.2179000000e+00,2.8176194180e-01
1.2180000000e+00,2.8179117320e-01
1.2181000000e+00,2.8182040556e-01
1.2182000000e+00,2.8184963888e-01
1.2183000000e+00,2.8187887315e-01
1.2184000000e+00,2.8190810838e-01
1.2185000000e+00,2.8193734457e-01
1.2186000000e+00,2.8196658172e-01
1.2187000000e+00,2.8199581982e-01
1.2188000000e+00,2.8202505888e-01
1.2189000000e+00,2.8205429890e-01
1.2190000000e+00,2.8208353988e-01
1.2191000000e+00,2.8211278181e-01
1.2192000000e+00,2.8214202470e-01
1.2193000000e+00,2.8217126854e-01
1.2194000000e+00,2.8220051335e-01
1.2195000000e+00,2.8222975910e-01
1.2196000000e+00,2.8225900582e-01
1.2197000000e+00,2.8228825349e-01
1.2198000000e+00,2.8231750211e-01
1.2199000000e+00,2.8234675169e-01
1.2200000000e+00,2.8237600223e-01
1.2201000000e+00,2.8240525372e-01
1.2202000000e+00,2.8243450617e-01
1.2203000000e+00,2.8246375957e-01
1.2204000000e+00,2.8249301393e-01
1.2205000000e+00,2.8252226924e-01
1.2206000000e+00,2.8255152550e-01
1.2207000000e+00,2.8258078272e-01
1.2208000000e+00,2.8261004090e-01
1.2209000000e+00,2.8263930003e-01
1.2210000000e+00,2.8266856011e-01
1.2211000000e+00,2.8269782115e-01
1.2212000000e+00,2.8272708314e-01
1.2213000000e+00,2.8275634608e-01
1.2214000000e+00,2.8278560998e-01
1.2215000000e+00,2.8281487483e-01
1.2216000000e+00,2.8284414063e-01
1.2217000000e+00,2.8287340739e-01
1.2218000000e+00,2.8290267510e-01
1.2219000000e+00,2.8293194376e-01
1.2220000000e+00,2.8296121338e-01
1.2221000000e+00,2.8299048395e-01
1.2222000000e+00,2.8301975547e-01
1.2223000000e+00,2.8304902794e-01
1.2224000000e+00,2.8307830136e-01
1.2225000000e+00,2.8310757574e-01
1.2226000000e+00,2.8313685107e-01
1.2227000000e+00,2.8316612734e-01
1.2228000000e+00,2.8319540457e-01
1.2229000000e+00,2.8322468276e-01
1.2230000000e+00,2.8325396189e-01
1.2231000000e+00,2.8328324197e-01
1.2232000000e+00,2.8331252301e-01
1.2233000000e+00,2.8334180499e-01
1.2234000000e+00,2.8337108793e-01
1.2235000000e+00,2.8340037181e-01
1.2236000000e+00,2.8342965665e-01
1.2237000000e+00,2.8345894244e-01
1.2238000000e+00,2.8348822917e-01
1.2239000000e+00,2.8351751686e-01
1.2240000000e+00,2.8354680550e-01
1.2241000000e+00,2.8357609508e-01
1.2242000000e+00,2.8360538562e-01
1.2243000000e+00,2.8363467710e-01
1.2244000000e+00,2.8366396953e-01
1.2245000000e+00,2.8369326292e-01
1.2246000000e+00,2.8372255725e-01
1.2247000000e+00,2.8375185253e-01
1.2248000000e+00,2.8378114875e-01
1.2249000000e+00,2.8381044593e-01
1.2250000000e+00,2.8383974406e-01
1.2251000000e+00,2.8386904313e-01
1.2252000000e+00,2.8389834315e-01
1.2253000000e+00,2.8392764412e-01
1.2254000000e+00,2.8395694603e-01
1.2255000000e+00,2.8398624890e-01
1.2256000000e+00,2.8401555271e-01
1.2257000000e+00,2.8404485746e-01
1.2258000000e+00,2.8407416317e-01
1.2259000000e+00,2.8410346982e-01
1.2260000000e+00,2.8413277742e-01
1.2261000000e+00,2.8416208596e-01
1.2262000000e+00,2.8419139545e-01
1.2263000000e+00,2.8422070589e-01
1.2264000000e+00,2.8425001728e-01
1.2265000000e+00,2.8427932961e-01
1.2266000000e+00,2.8430864288e-01
1.2267000000e+00,2.8433795710e-01
1.2268000000e+00,2.8436727227e-01
1.2269000000e+00,2.8439658838e-01
1.2270000000e+00,2.8442590544e-01
1.2271000000e+00,2.8445522344e-01
1.2272000000e+00,2.8448454239e-01
1.2273000000e+00,2.8451386228e-01
1.2274000000e+00,2.8454318312e-01
1.2275000000e+00,2.8457250490e-01
1.2276000000e+00,2.8460182763e-01
1.2277000000e+00,2.8463115130e-01
1.2278000000e+00,2.8466047591e-01
1.2279000000e+00,2.8468980147e-01
1.2280000000e+00,2.8471912797e-01
1.2281000000e+00,2.8474845542e-01
1.2282000000e+00,2.8477778381e-01
1.2283000000e+00,2.8480711314e-01
1.2284000000e+00,2.8483644341e-01
1.2285000000e+00,2.8486577463e-01
1.2286000000e+00,2.8489510679e-01
1.2287000000e+00,2.8492443990e-01
1.2288000000e+00,2.8495377394e-01
1.2289000000e+00,2.8498310893e-01
1.2290000000e+00,2.8501244487e-01
1.2291000000e+00,2.8504178174e-01
1.2292000000e+00,2.8507111956e-01
1.2293000000e+00,2.8510045831e-01
1.2294000000e+00,2.8512979801e-01
1.2295000000e+00,2.8515913865e-01
1.2296000000e+00,2.8518848023e-01
1.2297000000e+00,2.8521782276e-01
1.2298000000e+00,2.8524716622e-01
1.2299000000e+00,2.8527651063e-01
1.2300000000e+00,2.8530585597e-01
1.2301000000e+00,2.8533520226e-01
1.2302000000e+00,2.8536454949e-01
1.2303000000e+00,2.8539389766e-01
1.2304000000e+00,2.8542324677e-01
1.2305000000e+00,2.8545259681e-01
1.2306000000e+00,2.8548194780e-01
1.2307000000e+00,2.8551129973e-01
1.2308000000e+00,2.8554065260e-01
1.2309000000e+00,2.8557000640e-01
1.2310000000e+00,2.8559936115e-01
1.2311000000e+00,2.8562871683e-01
1.2312000000e+00,2.8565807346e-01
1.2313000000e+00,2.8568743102e-01
1.2314000000e+00,2.8571678952e-01
1.2315000000e+00,2.8574614896e-01
1.2316000000e+00,2.8577550934e-01
1.2317000000e+00,2.8580487066e-01
1.2318000000e+00,2.8583423292e-01
1.2319000000e+00,2.8586359611e-01
1.2320000000e+00,2.8589296024e-01
1.2321000000e+00,2.8592232531e-01
1.2322000000e+00,2.8595169132e-01
1.2323000000e+00,2.8598105826e-01
1.2324000000e+00,2.8601042614e-01
1.2325000000e+00,2.8603979496e-01
1.2326000000e+00,2.8606916471e-01
1.2327000000e+00,2.8609853540e-01
1.2328000000e+00,2.8612790703e-01
1.2329000000e+00,2.8615727960e-01
1.2330000000e+00,2.8618665310e-01
1.2331000000e+00,2.8621602754e-01
1.2332000000e+00,2.8624540291e-01
1.2333000000e+00,2.8627477922e-01
1.2334000000e+00,2.8630415646e-01
1.2335000000e+00,2.8633353464e-01
1.2336000000e+00,2.8636291376e-01
1.2337000000e+00,2.8639229381e-01
1.2338000000e+00,2.8642167480e-01
1.2339000000e+00,2.8645105672e-01
1.2340000000e+00,2.8648043957e-01
1.2341000000e+00,2.8650982336e-01
1.2342000000e+00,2.8653920809e-01
1.2343000000e+00,2.8656859375e-01
1.2344000000e+00,2.8659798034e-01
1.2345000000e+00,2.8662736787e-01
1.2346000000e+00,2.8665675633e-01
1.2347000000e+00,2.8668614572e-01
1.2348000000e+00,2.8671553605e-01
1.2349000000e+00,2.8674492732e-01
1.2350000000e+00,2.8677431951e-01
1.2351000000e+00,2.8680371264e-01
